132,465
132,466
132,422
132,707
132,229
132,557
132,280
132,94
132,521
132,321
132,326
132,141
132,184
132,476
132,619
132,7
132,381
132,9
132,290
132,383
132,384
132,244
132,56
132,57
132,197
132,243
132,16
132,533
132,68
132,201
132,297
132,726
132,114
132,727
132,583
132,398
132,399
132,636
132,300
132,76
132,737
132,494
132,447
132,641
132,310
132,311
132,130
132,315
132,700
132,88
132,277
132,275
466,277
466,280
466,520
466,521
466,708
466,559
466,182
466,184
466,476
466,187
466,377
466,428
466,526
466,619
466,713
466,622
466,10
466,670
466,484
466,60
466,486
466,628
466,17
466,631
466,200
466,152
466,432
466,68
466,201
466,203
466,297
466,340
466,435
466,583
466,732
466,347
466,400
466,401
466,448
466,358
466,641
466,218
466,168
466,130
466,458
466,86
466,608
466,700
466,172
466,174
381,316
381,369
381,703
381,417
381,557
381,658
381,96
381,332
381,290
381,384
381,55
381,487
381,66
381,726
381,583
381,398
381,27
381,255
381,299
381,76
381,587
381,302
381,737
381,122
381,593
381,166
381,310
381,85
381,749
381,698
381,700
381,88
381,513
381,90
707,0
707,705
707,229
707,519
707,280
707,371
707,322
707,234
707,141
707,565
707,49
707,101
707,192
707,9
707,384
707,243
707,12
707,717
707,16
707,387
707,67
707,725
707,114
707,582
707,439
707,539
707,733
707,585
707,76
707,211
707,159
707,640
707,447
707,306
707,502
707,406
707,453
707,642
707,310
707,85
707,224
707,606
707,694
707,648
707,749
707,225
707,315
707,700
707,88
707,418
707,277
707,275
280,369
280,707
280,557
280,371
280,282
280,559
280,96
280,141
280,184
280,476
280,619
280,332
280,7
280,9
280,290
280,55
280,384
280,243
280,57
280,670
280,631
280,200
280,338
280,248
280,68
280,201
280,297
280,114
280,583
280,255
280,300
280,76
280,587
280,302
280,737
280,494
280,159
280,211
280,447
280,641
280,600
280,310
280,690
280,648
280,225
280,700
280,88
280,513
280,277
280,275
184,515
184,369
184,557
184,280
184,521
184,612
184,96
184,5
184,476
184,187
184,566
184,619
184,713
184,332
184,7
184,380
184,429
184,290
184,55
184,10
184,57
184,672
184,60
184,106
184,702
184,631
184,200
184,338
184,339
184,201
184,577
184,634
184,726
184,297
184,396
184,72
184,174
184,583
184,255
184,76
184,737
184,302
184,494
184,211
184,405
184,549
184,218
184,506
184,604
184,749
184,700
184,277
244,369
244,466
244,280
244,659
244,660
244,141
244,184
244,328
244,524
244,187
244,619
244,51
244,332
244,571
244,289
244,10
244,721
244,249
244,68
244,202
244,297
244,114
244,71
244,437
244,24
244,583
244,731
244,346
244,75
244,300
244,76
244,302
244,737
244,211
244,447
244,687
244,125
244,543
244,641
244,505
244,221
244,310
244,645
244,508
244,129
244,460
244,272
244,700
244,513
244,277
244,752
290,316
290,369
290,420
290,176
290,139
290,557
290,280
290,521
290,612
290,96
290,235
290,184
290,5
290,376
290,476
290,329
290,713
290,52
290,7
290,381
290,55
290,10
290,333
290,57
290,197
290,486
290,106
290,631
290,66
290,724
290,201
290,113
290,577
290,634
290,297
290,396
290,72
290,583
290,255
290,682
290,587
290,302
290,737
290,494
290,405
290,542
290,689
290,747
290,365
290,513
94,0
94,552
94,517
94,229
94,323
94,231
94,140
94,374
94,97
94,285
94,474
94,618
94,668
94,9
94,384
94,483
94,148
94,334
94,335
94,628
94,673
94,630
94,533
94,67
94,534
94,633
94,114
94,392
94,579
94,22
94,439
94,207
94,398
94,344
94,73
94,681
94,638
94,157
94,589
94,305
94,217
94,167
94,455
94,408
94,600
94,645
94,691
94,42
94,315
94,461
384,135
384,316
384,704
384,703
384,90
384,557
384,280
384,658
384,231
384,522
384,96
384,141
384,474
384,332
384,381
384,9
384,55
384,148
384,631
384,632
384,66
384,19
384,633
384,296
384,726
384,579
384,341
384,398
384,118
384,255
384,27
384,735
384,638
384,76
384,737
384,122
384,305
384,35
384,593
384,405
384,166
384,39
384,600
384,310
384,691
384,85
384,749
384,315
384,462
384,700
384,88
384,275
141,707
141,229
141,557
141,280
141,371
141,277
141,326
141,184
141,619
141,711
141,568
141,7
141,9
141,290
141,384
141,243
141,16
141,533
141,67
141,338
141,390
141,68
141,631
141,297
141,114
141,634
141,201
141,582
141,583
141,398
141,733
141,300
141,76
141,737
141,588
141,211
141,447
141,641
141,218
141,600
141,310
141,41
141,85
141,606
141,648
141,749
141,225
141,315
141,700
141,88
141,652
141,275
383,706
383,319
383,610
383,555
383,138
383,284
383,473
383,699
383,662
383,561
383,563
383,427
383,143
383,287
383,288
383,550
383,54
383,11
383,625
383,56
383,626
383,15
383,65
383,273
383,68
383,490
383,70
383,727
383,205
383,580
383,729
383,677
383,117
383,156
383,119
383,74
383,442
383,301
383,739
383,740
383,639
383,501
383,503
383,602
383,603
383,311
383,362
383,609
383,87
383,701
383,649
383,89
7,316
7,703
7,557
7,280
7,612
7,521
7,558
7,2
7,184
7,329
7,476
7,566
7,290
7,55
7,715
7,10
7,333
7,57
7,672
7,702
7,487
7,631
7,200
7,338
7,339
7,489
7,297
7,634
7,726
7,72
7,583
7,682
7,76
7,211
7,352
7,161
7,449
7,405
7,357
7,549
7,310
7,266
7,83
7,413
7,749
7,607
7,415
7,700
7,277
7,228
476,369
476,557
476,280
476,277
476,521
476,559
476,560
476,96
